"koordinate "	"id. Broj"	"naziv djela"	"ime autora"	"prezime autora"	"godina nastanka"	"tehnika"	"format"	"vlasnik"	"link vlasnik"	"foto kredits"	"glavni narativ uz djelo )pojavljije se kao prvi pasus)"	"sekundarni narativ uz djelo, slijedi nakon prvog, služi obično da se povežu pojedine tačke"	"narativ za koji se veže. Ako ih ima više razdvojiti ih sa tačka zarez, npr: Miunović Milo;Boka kotorska; ovo se pojavljuje nakon teksta o jedinici "	"Column2"	"Column3"	"Column4"	"Column5"
"42.48666098427924, 18.689017540392758"	1420	"Pogled na Perast u Kotorskom zalivu"	"Jean-Baptiste-François "	"Génillion"	1810	"ulje na platnu"	"98x65"	"Musée National de la Marine de Paris"		"wikimedia"	"Na ovom prikazu Perasta jasno se uočavaju zidine na zapadnoj strani grada, koje svjedoče o danas nestalom fortifikacionom pojasu. Brod u prvom planu, po obliku trupa, visokom pramcu i krmi, kao i po rasporedu dva jarbola s latinskim jedrima, najvjerovatnije pripada tipu dalmatinsko-bokeljskog trgovačkog jedrenjaka, bliskog braceri ili trabakuli. Prikaz je u skladu s pomorskom praksom Boke s početka XIX vijeka, kada su Perast i Kotor još uvijek bili aktivno uključeni u regionalne trgovačke mreže Jadrana."		"Jean-Baptiste-François Génillion; Perast"				
"42.4329793156088, 18.600885625015266"	1421	"Podmornica u Bokokotorskom zalivu u Crnoj Gori"	"Karl Ludwig"	"Prinz"	1917	"ulje na platnu"	"55x73,5"			"wikimedia"	"Krajnje neobičan motiv - podmornica usidrena u Bokokotorskom zalivu - stoji u snažnom kontrastu sa slikarskim postupkom. Ekspresivni, nervozni, pastuozni nanosi, primjereni tretmanu pejzaža, odudaraju od estetike savremene vojne tehnologije s početka XX vijeka. Moguće je da je na slici prikazana podmornica SM I-16, koja je djelovala iz Kotora duž ovog dijela Jadrana. Podmornica je potopljena 1916. godine kod albanske obale."		"Karl Ludwig Prinz"				
"42.24640532060702, 19.0918633395642"	1422	"Luka u Virpazaru, lokacija transporta trupa (Skadarsko jezero)"	"Karl Ludwig"	"Prinz"	1916	"akvarel"	"37x47,5"			"wikimedia"	"Uprkos nazivu koji upućuje na vojne operacije tokom okupacije Crne Gore u Prvom svjetskom ratu, Virpazar je prikazan kroz skroman, svakodnevni prizor: niske kuće uz samu obalu, drvene barke privezane uz dokove i tiha površina vode koja reflektuje arhitekturu i nebo. Suptilna koloristička skala i lagan crtež naglašavaju ruralni karakter mjesta i atmosferu sporog, gotovo bezvremenog života uz vodu."		"Karl Ludwig Prinz; Skadarsko jezero"				
"42.44926408405455, 18.537778780665047"	1423	"Obala kod Herceg Novog"	"Alfred"	"Zoff"	1926	"ulje na platnu"	"38x53"			"wikimedia"	"Slikarska interpretacija obale kod Herceg Novog je interpretacija prostora, svjetla i osjećaja atmosfere mjesta: more se stapa s nebom, obala i stijene postaju odraz dramatične igre efekata intenzivnog kolorita."		"Alfred Zoff; Herceg Novi"				
"42.375958720732676, 18.94702159015655"	1424	"Iz Crne Gore"	"Gustav"	"Rasch"	1876	"drvorez"				"wikimedia"	"Rasch teži analitičkom prikazu prostora: jasno definisani planovi, precizna perspektiva i neutralan odnos prema motivu. Kolorit je uzdržan, često tonalan, bez izražene dramatizacije svjetla, a pejzaž funkcioniše kao vizuelni zapis stvarnog mjesta, blizak topografskom i kartografskom pristupu."		"Gustav Rasch"				
"42.41919874439034, 18.76968315433474"	1425	"Kotor"	"Anton"	"Perko"	1875	"ulje na platnu"				"wikimedia"	"Anton Perko pripada generaciji koja prelazi granicu između putopisne ilustracije i samostalnog pejzažnog slikarstva. Pejzaž je dramatizovan, ali ne idealizovan - grad i planina su u realnom, gotovo geološkom odnosu. Ovo djelo predstavlja važan završni akord XIX vijeka: prelaz iz evropskog putopisnog i enciklopedijskog pogleda u individualnu umjetničku interpretaciju Crne Gore."		"Anton Perko; Kotor"				
"42.378237502551606, 18.944665865772233"	1426	"Jezerski pejzaž sa figurama"	"Hermann David Salomon"	"Corrodi"	1900	"ulje na platnu"				"wikimedia"	"Planinski pejzaž sa jezerom prikazan je kroz dinamičnu kompoziciju stjenovitog predjela, u kojem krivudavi put usmjerava pogled u dubinu prostora. Sitne figure Crnogorki koje nose drva na leđima naglašavaju razmjere surove prirode, ali i težinu života u crnogorskom kršu. Uprkos stilizaciji kamenitog okruženja u prvom planu, svjetlost neba i topografija pejzaža u pozadini je jasno prepoznatljiva – riječ je o svjetlosti zimskog dana nad Skadarskim jezerom. Precizno određivanje lokacije prizora nije pouzdano: jezerce u srednjem planu s objektom na obali ne uklapa se ni u jednu konkretnu topografsku tačku, što upućuje na mogućnost da je scena oblikovana kao spoj više doživljaja prostora u jedinstvenu cjelinu."		"Hermann Corrodi"				
"42.37978193696197, 18.95935258606475"	1427	"Motiv iz Crne Gore, studija za sliku"	"Hermann David Salomon"	"Corrodi"	1900	"ulje na platnu kaširano na kartonu"	"41x54"			"wikimedia"	"Pogled sa starog puta od Cetinja prema Rijeci Crnojevića, iznad Dobrskog sela. Uočavaju se kameni ivičnjaci na tada novom putu ka Rijeci. Skica prikazuje grupu ljudi i čobana sa ovcama u jesenjem predvečerju: prvi plan već je u sjenci, dok sunce još uvijek osvjetljava brda i jezero u drugom planu. Riječ je o tipičnom postupku iskusnog majstora pejzaža, izvedenom brzo i bez ulaženja u detalje, ali sa jasno sačuvanim svim elementima scene neophodnim za kasniju slikarsku razradu u ateljeu. Nije poznato da li je umjetnik na osnovu ove skice ikada izradio završenu sliku."		"Hermann Corrodi; Cetinje"				
"42.38156719283538, 18.943830003467877"	1428	"Pogled na Skadarsko jezero iz Crne Gore"	"Edward "	"Lear"	1866	"akvarel i olovka"	"18x37"			"wikimedia"	"Ova skica predstavlja brz, neposredan zapis panoramskog pogleda ka Skadarskom jezeru, viđenog s visoke planinske pozicije. Kompozicija je svedena, s naglašenim stijenama u prvom planu i širokim otvaranjem prostora prema jezeru i ravnici u daljini. Nekoliko sitnih figura uz ivicu litice služi kao mjera razmjere i pojačava osjećaj monumentalnosti pejzaža. Paleta je hladna i prozračna, a crtež ekonomičan, usmjeren na hvatanje osnovne strukture terena, odnosa masa i svjetlosnih planova."		"Edward Lear; Skadarsko jezero"				
"42.38163917620162, 18.943659062642965"	1429	"Crna Gora"	"Edward "	"Lear"	1871	"akvarel i olovka"	"76x122"			"wikimedia"	"Završena slika razvija isti pogled, ali u znatno složeniju i narativno bogatiju kompoziciju. U prvom planu pojavljuje se grupa ljudi u crnogorskoj nošnji, čime pejzaž dobija jasnu etnografsku i kulturnu dimenziju. Stijene su detaljnije modelovane, svjetlo neba dramatičnije razrađeno, a prostorni odnosi produbljeni preciznijim tonskim gradacijama. Ovakav postupak pokazuje kako je umjetnik koristio terensku skicu kao osnovu za završeno djelo, zadržavajući svježinu neposrednog opažanja i u konačnoj slikarskoj realizaciji."		"Edward Lear"				
"42.42844159939048, 18.758638075428387"	1430	"Kotor"	"Edward "	"Lear"	1866	"akvarel i olovka"	"38x56"	"National Museums Liverpool / Walker Art Gallery"		"wikimedia"	"Prikaz Kotora izveden je lakim, prozračnim crtežom i suzdržanom kolorističkom skalom, ali sa izuzetno preciznom topografijom prostora. Strme padine koje se spuštaju ka zalivu, linija obale i raspored gradskih struktura vjerno prate stvarni pejzaž, dok mirna površina mora i sitna plovila u prvom planu uspostavljaju osjećaj ravnoteže i prostorne širine."		"Edward Lear; Kotor"				
"42.38816808042282, 18.921721873574906"	1431	"Cetinje"	"Adolf"	"Chelius"	"nakon 1896"						"Prikaz predstavlja Cetinje iz pozicije iznad Cetinjskog manastira sa Biljardom u prvom planu, pravilnom urbanom matricom i brdima u pozadini. Heliusov akademski pristup ogleda se u tačnom rasporedu arhitekture, jasnoći prostora i dokumentarnom karakteru prizora. Slika funkcioniše kao vizuelni zapis grada u periodu njegove modernizacije krajem XIX vijeka, gdje je estetska komponenta podređena vjerodostojnosti i preglednosti cjeline. Niko Martinović u ""Leksikonu likovne umjetnosti Crne Gore"" kod ovog autora navodi da je u sarajevskom časopisu ""Nada"" iz 1895. godine bilo reprodukovano šest njegovih radova. Uz likovni prilog ""Cetinje"" navedeno je da se slika nalazi kod sultana Abdula Hamida. Nema podataka o tome kako je dospjela tamo. (https://leks.canu.ac.me/web/llucg.php?OID=3409)"		"Cetinje"				
"42.774510841225585, 18.942997630713208"	1432	"Nikšić"	"J."	"Frey"		"bakrorez"					"Gravira prikazuje Nikšićku tvrđavu, poznatu kao Bedem, u periodu osmanske vladavine, kada je imala primarnu vojnu funkciju i predstavljala administrativni i simbolički centar osmanske vlasti u ovoj oblasti. Realizovana je u maniru dokumentarno-topografskog prikaza, sa naglašenom preciznošću u crtežu zidina i kula, jasnom linearnošću i ujednačenim grafičkim rasterom, karakterističnim za vizuelnu kulturu XIX vijeka. Posebno se uočava fortifikacioni zid sa sjeverne strane, sa osmougaonom kulom koja danas više ne postoji. Nakon oslobođenja Nikšića i njegovog pripajanja Crnoj Gori 1877. godine, tvrđava postepeno gubi vojni značaj i biva zapuštena, sve do procesa savremene revitalizacije. Ipak, njeno mjesto u narodnoj usmenoj tradiciji, naročito u guslarskim pjesmama, nikada nije izblijedilo, gdje Bedem figurira kao snažan simbol osmanske moći i represije."		"Nikšić"				
"42.48427065895552, 18.704163031384063"	1433	"Boka Kotorska, Stoliv"	"Bartolomeo Rodolfo"	"Linassi"	"oko 1850"	"litografija"	"169x768"	"Digitalne zbirke Nacionalne i sveučilišne knjižnice u Zagrebu"	"https://digitalna.nsk.hr/"	"Digitalne zbirke Nacionalne i sveučilišne knjižnice u Zagrebu"	"Desna strana litografskog lista, nepoznate godine nastanka, prvobitno za ""Panorama della Costa e delle Isole di Dalmazia - nei viaggi dei Piroscafi del Lloyd Austriaco..."", panoramski prikaz istočne obale Jadrana u neprekinutom nizu od petnaest spojenih litografija u leporelo formatu (prvo izdanje: Litografia di B. Linassi e C.°, Trst, 1850.)."		"Boka Kotorska; Stoliv"				
"42.44547671546839, 18.764867005328323"	1434	"Boka Kotorska, Prčanj"	"Bartolomeo Rodolfo"	"Linassi"	"oko 1850"	"litografija"	"169x768"	"Digitalne zbirke Nacionalne i sveučilišne knjižnice u Zagrebu"	"https://digitalna.nsk.hr/"	"Digitalne zbirke Nacionalne i sveučilišne knjižnice u Zagrebu"	"Lijeva strana litografskog lista, nepoznate godine nastanka, prvobitno za ""Panorama della Costa e delle Isole di Dalmazia - nei viaggi dei Piroscafi del Lloyd Austriaco..."", panoramski prikaz istočne obale Jadrana u neprekinutom nizu od petnaest spojenih litografija u leporelo formatu (prvo izdanje: Litografia di B. Linassi e C.°, Trst, 1850.)."		"Boka Kotorska; Prčanj"				
"42.459754084792394, 18.554660016778676"	1435	"Boka Kotorska, Herceg Novi"	"Bartolomeo Rodolfo"	"Linassi"	"oko 1850"	"litografija"	"169x768"	"Digitalne zbirke Nacionalne i sveučilišne knjižnice u Zagrebu"	"https://digitalna.nsk.hr/"	"Digitalne zbirke Nacionalne i sveučilišne knjižnice u Zagrebu"	"Dio panoramskog litografskog lista prvobitno načinjenog za ""Panorama della Costa e delle Isole di Dalmazia - nei viaggi dei Piroscafi del Lloyd Austriaco..."", panoramski prikaz istočne obale Jadrana u neprekinutom nizu od petnaest spojenih litografija u leporelo formatu (prvo izdanje: Litografia di B. Linassi e C.°, Trst, 1850.)."		"Boka Kotorska; Stoliv"				
"42.27770589812536, 18.833869276622785"	1436	"Budva"	"Bartolomeo Rodolfo"	"Linassi"	"oko 1850"	"litografija"	"169x768"	"Digitalne zbirke Nacionalne i sveučilišne knjižnice u Zagrebu"	"https://digitalna.nsk.hr/"	"Digitalne zbirke Nacionalne i sveučilišne knjižnice u Zagrebu"	"Dio panoramskog litografskog lista prvobitno načinjenog za ""Panorama della Costa e delle Isole di Dalmazia - nei viaggi dei Piroscafi del Lloyd Austriaco..."", panoramski prikaz istočne obale Jadrana u neprekinutom nizu od petnaest spojenih litografija u leporelo formatu (prvo izdanje: Litografia di B. Linassi e C.°, Trst, 1850.). Takvi grafički i slikarski nizovi služili su kao vizuelni suveniri, ali i kao svojevrsni dokumenti prostora, prenoseći evropskoj publici jasnu sliku arhitekture, topografije i svakodnevnog života različitih sredina, ujedno učvršćujući ideju prostora kao cjeline koja se može „čitati“ pogledom, segment po segment."		"Boka Kotorska; Stoliv"				
"42.42441490458615, 18.5735122184274"	1437	"Castel Nuovo"	"Bartolomeo Rodolfo"	"Linassi"	"oko 1850"	"litografija"	"169x768"	"Digitalne zbirke Nacionalne i sveučilišne knjižnice u Zagrebu"	"https://digitalna.nsk.hr/"	"Digitalne zbirke Nacionalne i sveučilišne knjižnice u Zagrebu"	"List iz grafičke mape ""Panorama della Costa e delle Isole di Dalmazia - nei viaggi dei Piroscafi del Lloyd Austriaco..."", panoramski prikaz istočne obale Jadrana u neprekinutom nizu od petnaest spojenih litografija u leporelo formatu (prvo izdanje: Litografia di B. Linassi e C.°, Trst, 1850.). 
Vedute, kao precizni i prepoznatljivi prikazi gradova i pejzaža, imale su važnu ulogu u upoznavanju Evrope sa sopstvenim geografskim, urbanim i kulturnim okruženjem tokom 19. vijeka, naročito u vrijeme razvoja putovanja. Leporelo format, dugi listovi savijeni poput harmonike, u tom se kontekstu često koristio jer je omogućavao panoramsko sagledavanje prostora, kontinuitet pogleda i osjećaj kretanja kroz grad ili krajolik, što je bilo posebno privlačno putnicima, kolekcionarima i izdavačima."		"Boka Kotorska; Stoliv"				
"42.44846892209141, 18.754437340910005"	1438	"Cattaro"	"Bartolomeo Rodolfo"	"Linassi"	"oko 1850"	"litografija"	"169x768"	"Digitalne zbirke Nacionalne i sveučilišne knjižnice u Zagrebu"	"https://digitalna.nsk.hr/"	"Digitalne zbirke Nacionalne i sveučilišne knjižnice u Zagrebu"	"List iz grafičke mape ""Panorama della Costa e delle Isole di Dalmazia - nei viaggi dei Piroscafi del Lloyd Austriaco..."", panoramski prikaz istočne obale Jadrana u neprekinutom nizu od petnaest spojenih litografija u leporelo formatu (prvo izdanje: Litografia di B. Linassi e C.°, Trst, 1850.)."	"Leporelo format je vrsta harmonika-savijenog lista, najčešće izrađenog od jednog dugog papira presavijenog cik-cak na jednake segmente, koji se može listati poput knjige ili potpuno razvući i sagledati kao kontinuirana cjelina; nema klasičan uvez, već se korice obično lijepe na prvi i posljednji segment, a u umjetnosti i grafici posebno je pogodan za panoramske prizore, vedute, grafičke mape i narativne cikluse, jer omogućava linearno čitanje prostora, naglašava ritam i sekvencu motiva i briše strogu hijerarhiju početka i kraja kakva postoji u klasičnoj knjizi."	"Boka Kotorska; Stoliv"				
	1439																
"42.45184398426056, 18.554961920751385"	1439	"Chiesa greca St. Savina presso Castelnuovo nella Bocche di Cattaro"	"G."	"Stolz"	"oko 1840"	"litografija"	"33x46"			"wikimedia"	"Na grafici je prikazan Manastir Savina sa vjerno i precizno izvedenom arhitekturom, smještenom u prirodno okruženje koje dodatno naglašava njegov izdvojeni i kontemplativni karakter. Građevinski sklop je prikazan sa jasno čitljivim volumetrijskim odnosima, kupolama i zvonikom, uz naglašenu pažnju prema detaljima zidanja i proporcijama. Ova predstava smatra se jednom od najranijih poznatih vizuelnih interpretacija manastira, nastalom u kontekstu putopisne i topografske grafike 19. vijeka"	"Velika crkva Uspenja Bogorodice u Manastiru Savina završena je 1779. godine i predstavlja jedno od najznačajnijih ostvarenja sakralne arhitekture u Boki kotorskoj. Crkvu je gradio protomajstor Nikola Foretić sa Korčule, koji je spojio tradiciju dalmatinskog graditeljstva sa elementima pravoslavne graditeljske tradicije. Građena je od korčulanskog kamena, sa polukružnom apsidom, kupolom na pandantifima i četvorospratnim zvonikom kroz koji se ulazi u crkvu. U arhitektonskim rješenjima, a posebno u dekorativnoj kamenoj plastici, ogleda se snažan barokni uticaj. Monumentalna crkva Uspenja postala je uzor za niz drugih pravoslavnih crkava u Boki, koje preuzimaju model slobodnog zvonika na pročelju kao prepoznatljiv arhitektonski motiv."					
"42.40511736332642, 18.6701788350655"	1440	"Demonstracija flote, 1880"	"Alexander"	"Kircher"	1908	"autotipija"	"43x58"			"wikimedia"	"Na grafici je prikazana flota carskih ratnih brodova usidrenih u Tivatskom zalivu, raspoređenih u mirnom, široko otvorenom akvatoriju. Centralni dio kompozicije zauzimaju masivni brodovi sa razvijenim jarbolima i jedrima, izvedeni sa visokom tehničkom preciznošću i pažnjom prema detaljima brodske konstrukcije. Mirna površina mora reflektuje tamne trupove plovila i svijetlo nebo, dok manji čamci u prvom planu unose mjeru svakodnevnog života i ljudske aktivnosti. U pozadini se uzdiže Lovćen, prekriven snijegom, čime se uspostavlja snažan kontrast između hladnog, monumentalnog planinskog pejzaža i stroge geometrije pomorske sile.
Ova predstava teži demonstraciji vojne i pomorske moći u jasno prepoznatljivom lokalnom prostoru. Prisustvo Lovćena u pozadini dodatno pojačava simboličku dimenziju slike, povezujući prirodni, istorijski i politički kontekst u jedinstvenu cjelinu. Cilj predstave je afirmacija pomorske dominacije i stabilnosti kroz skladnu, gotovo ceremonijalnu kompoziciju."						
"42.39932440532032, 18.768738555567996"	1441	"Bocche di Cattaro, opening on the Adriatic"	"Georgina Mary Muir Mackenzie & Adelina Paulina Irby"		1877	"drvorez"	"oko 13x35"	"British Library"		"wikimedia"	"Ilustracija iz putopisne knjige ""Travels in the Slavonic Provinces of Turkey-in-Europe"" objavljena je 1877. godine u Londonu. Knjiga donosi opsežan prikaz južnoslovenskih krajeva pod osmanskom vlašću u drugoj polovini 19. vijeka. Ilustracije u knjizi imaju dokumentarnu vrijednost i služe kao vizuelni pandan putopisnom tekstu, namijenjenom evropskoj čitalačkoj publici tog vremena."						
